Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Credit Score Outlier,Credit Score NaN,Current Loan Amount Outlier,Maximum Open Credit Outlier,Annual Income NaN,Years in current job NaN,Bankruptcies NaN,Home Ownership Outlier,Years of Credit History Outlier,Monthly Debt Outlier,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Purpose_business,Purpose_educational expenses,Purpose_entertainment,Purpose_needs,Purpose_other,Purpose_purchase,Purpose_renewable energy,Years in current Cat,Credit Score Cat,Monthly Income,Monthly Inc Debt Diff,Current Loan and Monthly Income Diff
Home Mortgage,1581579.0,10,0.0,7.0,16.7,443630.0,0.0,0.0,needs,,396418.0,292334.0,28995.0,677.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1.0,131798.25,102803.25,264619.75
Home Mortgage,1548500.0,7,0.0,12.0,13.9,306130.0,0.0,0.0,needs,,306130.0,191919.0,31228.0,692.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1.0,129041.66666666667,97813.66666666667,177088.3333333333
Home Mortgage,4345528.0,7,1.0,23.0,22.0,2448864.0,1.0,0.0,needs,,306284.0,2059942.0,84738.0,740.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4.0,362127.3333333333,277389.3333333333,-55843.333333333314
Own Home,1168386.0,3,0.0,16.0,17.3,516956.0,0.0,0.0,needs,,516956.0,315856.0,40058.0,740.0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.0,97365.5,57307.5,419590.5
Rent,403598.0,4,0.0,8.0,8.8,371910.0,0.0,0.0,needs,,210298.0,168948.0,4776.0,735.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3.0,33633.166666666664,28857.166666666664,176664.83333333334
Rent,1665540.0,10,0.0,15.0,15.8,748418.0,0.0,0.0,needs,,336380.0,353552.0,27898.0,735.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3.0,138795.0,110897.0,197585.0
Rent,4317750.0,4,0.0,6.0,17.0,1304908.0,0.0,0.0,needs,,666600.0,1063848.0,43897.0,677.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,359812.5,315915.5,306787.5
Home Mortgage,609767.0,2,0.0,11.0,8.1,333080.0,0.0,0.0,needs,,309573.0,116793.0,9502.0,741.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,50813.916666666664,41311.916666666664,258759.08333333334
Rent,2181105.0,1,0.0,12.0,12.8,870628.0,0.0,0.0,needs,,633050.0,717326.0,53801.0,727.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,181758.75,127957.75,451291.25
Home Mortgage,1080625.0,0,0.0,10.0,11.0,439032.0,0.0,0.0,needs,,439032.0,250306.0,14048.0,730.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,90052.08333333333,76004.08333333333,348979.9166666667
Rent,1168386.0,3,0.0,12.0,7.6,791978.0,0.0,0.0,needs,,674652.0,542393.0,31480.0,740.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,97365.5,65885.5,577286.5
Home Mortgage,803928.0,2,0.0,12.0,25.4,696366.0,0.0,0.0,needs,,409156.0,289883.0,20098.0,712.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,66994.0,46896.0,342162.0
Rent,839610.0,3,0.0,11.0,11.9,270072.0,0.0,0.0,needs,,226842.0,207594.0,14343.0,731.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,69967.5,55624.5,156874.5
Home Mortgage,2324688.0,5,0.0,23.0,19.8,1006830.0,0.0,0.0,needs,,515922.0,498237.0,39907.0,737.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,193724.0,153817.0,322198.0
Rent,855646.0,0,0.0,6.0,17.0,522786.0,0.0,0.0,needs,,352946.0,284886.0,21819.0,703.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,71303.83333333333,49484.83333333333,281642.1666666667
Rent,851409.0,4,0.0,4.0,11.0,535788.0,0.0,0.0,needs,,309573.0,128630.0,13410.0,747.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4.0,70950.75,57540.75,238622.25
Home Mortgage,712823.0,9,0.0,13.0,15.7,466136.0,0.0,0.0,needs,,205260.0,67222.0,13306.0,732.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3.0,59401.916666666664,46095.916666666664,145858.08333333334
Home Mortgage,1168386.0,1,0.0,6.0,14.2,171468.0,0.0,0.0,needs,,171468.0,110656.0,6977.0,740.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,97365.5,90388.5,74102.5
Home Mortgage,932710.0,10,0.0,15.0,22.1,1000472.0,0.0,0.0,needs,,309573.0,565953.0,22307.0,742.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,77725.83333333333,55418.83333333333,231847.1666666667
Home Mortgage,1168386.0,2,0.0,17.0,18.1,1046386.0,0.0,0.0,needs,,616616.0,438292.0,45360.0,740.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,97365.5,52005.5,519250.5
Home Mortgage,505533.0,2,0.0,5.0,13.0,191312.0,0.0,0.0,needs,,191312.0,95589.0,10827.0,735.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,42127.75,31300.75,149184.25
Own Home,904970.0,10,0.0,4.0,14.3,218306.0,0.0,0.0,other,,218306.0,145958.0,8220.0,730.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3.0,75414.16666666667,67194.16666666667,142891.8333333333
Rent,1912920.0,10,0.0,9.0,35.2,398596.0,0.0,0.0,needs,,309573.0,312911.0,8815.0,738.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4.0,159410.0,150595.0,150163.0
Rent,1168386.0,2,0.0,4.0,10.2,71456.0,0.0,0.0,needs,,71456.0,47063.0,4724.0,740.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,97365.5,92641.5,-25909.5
Rent,766992.0,3,0.0,11.0,23.4,237468.0,1.0,1.0,needs,,149314.0,119567.0,5043.0,706.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,63916.0,58873.0,85398.0
Home Mortgage,746852.0,5,0.0,5.0,12.0,205392.0,0.0,0.0,business,,205392.0,0.0,7157.0,700.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1.0,62237.666666666664,55080.666666666664,143154.33333333334
Home Mortgage,754072.0,7,0.0,7.0,9.6,404272.0,0.0,0.0,business,,218284.0,121505.0,3846.0,741.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,4.0,62839.333333333336,58993.333333333336,155444.66666666666
Home Mortgage,514995.0,7,0.0,13.0,15.9,417274.0,0.0,0.0,needs,,176682.0,304513.0,10257.0,734.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3.0,42916.25,32659.25,133765.75
Home Mortgage,1168386.0,1,0.0,7.0,28.0,191224.0,1.0,1.0,needs,,159786.0,114266.0,9799.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,97365.5,87566.5,62420.5
Own Home,376314.0,10,0.0,8.0,15.0,139436.0,1.0,1.0,needs,,78980.0,99712.0,9972.0,720.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,2.0,31359.5,21387.5,47620.5
Rent,1198976.0,7,0.0,9.0,12.1,555456.0,0.0,0.0,needs,,268708.0,358340.0,7583.0,741.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,4.0,99914.66666666667,92331.66666666667,168793.3333333333
Rent,602832.0,3,0.0,3.0,11.0,100298.0,0.0,0.0,other,,54538.0,80389.0,6832.0,658.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,50236.0,43404.0,4302.0
Rent,1324547.0,5,0.0,6.0,19.3,569932.0,0.0,0.0,needs,,547756.0,220020.0,4636.0,744.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4.0,110378.91666666667,105742.91666666667,437377.0833333333
Home Mortgage,1040060.0,10,0.0,11.0,17.7,387090.0,0.0,0.0,needs,,387090.0,266494.0,21495.0,725.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2.0,86671.66666666667,65176.66666666667,300418.3333333333
Rent,788272.0,1,0.0,9.0,15.6,637098.0,0.0,0.0,needs,,362912.0,453378.0,16488.0,696.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,65689.33333333333,49201.33333333333,297222.6666666667
Home Mortgage,1788508.0,2,0.0,17.0,15.0,823944.0,0.0,0.0,needs,,399960.0,298870.0,16842.0,718.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,149042.33333333334,132200.33333333334,250917.66666666666
Own Home,979507.0,10,0.0,14.0,16.5,392722.0,0.0,0.0,needs,,170126.0,182476.0,27671.0,733.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3.0,81625.58333333333,53954.58333333333,88500.41666666667
Home Mortgage,1092101.0,10,0.0,5.0,19.3,371030.0,1.0,1.0,needs,,371030.0,49951.0,13378.0,707.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2.0,91008.41666666667,77630.41666666667,280021.5833333333
Own Home,1383751.0,10,0.0,11.0,14.3,644886.0,0.0,0.0,needs,,475398.0,414922.0,15417.0,665.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0.0,115312.58333333333,99895.58333333333,360085.4166666667
Own Home,543020.0,0,0.0,8.0,21.3,780340.0,0.0,0.0,purchase,,163812.0,374034.0,13711.0,747.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0,45251.666666666664,31540.666666666664,118560.33333333334
Home Mortgage,1168386.0,10,0.0,8.0,21.0,353254.0,0.0,0.0,needs,,197516.0,258096.0,8525.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,88840.5,100150.5
Home Mortgage,2363524.0,10,0.0,11.0,14.7,787490.0,0.0,0.0,needs,,787490.0,280022.0,21075.0,659.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0.0,196960.33333333334,175885.33333333334,590529.6666666666
Home Mortgage,1735897.0,10,0.0,14.0,17.6,691614.0,1.0,1.0,needs,,691614.0,159543.0,26617.0,710.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2.0,144658.08333333334,118041.08333333334,546955.9166666666
Own Home,1487472.0,10,0.0,17.0,28.6,648626.0,0.0,0.0,needs,,387530.0,222395.0,21444.0,745.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,4.0,123956.0,102512.0,263574.0
Rent,1168386.0,3,0.0,4.0,10.0,52668.0,0.0,0.0,other,,52668.0,21926.0,2104.0,740.0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,97365.5,95261.5,-44697.5
Rent,1168386.0,0,0.0,7.0,32.1,353694.0,1.0,1.0,needs,,353694.0,234175.0,27748.0,740.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,97365.5,69617.5,256328.5
Own Home,1168386.0,10,0.0,9.0,24.0,1277342.0,0.0,0.0,needs,,572572.0,724774.0,16383.0,740.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,4.0,97365.5,80982.5,475206.5
Home Mortgage,1168386.0,10,0.0,14.0,21.0,540694.0,0.0,0.0,needs,,235334.0,335293.0,10806.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,86559.5,137968.5
Rent,1168386.0,3,0.0,10.0,18.2,214742.0,0.0,0.0,purchase,,214742.0,0.0,26721.0,740.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.0,97365.5,70644.5,117376.5
Home Mortgage,763040.0,2,0.0,5.0,9.7,485782.0,0.0,0.0,needs,,254012.0,356193.0,12654.0,675.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,63586.666666666664,50932.666666666664,190425.33333333334
Rent,779741.0,4,0.0,14.0,10.9,390302.0,0.0,0.0,needs,,154946.0,86298.0,20338.0,743.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4.0,64978.416666666664,44640.416666666664,89967.58333333334
Home Mortgage,1558399.0,10,0.0,8.0,19.9,478280.0,0.0,0.0,needs,,478280.0,99484.0,12117.0,723.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2.0,129866.58333333333,117749.58333333333,348413.4166666667
Home Mortgage,1168386.0,10,0.0,8.0,18.4,577610.0,1.0,1.0,other,,398970.0,99275.0,5319.0,740.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,4.0,97365.5,92046.5,301604.5
Rent,813979.0,5,0.0,7.0,11.7,159192.0,0.0,0.0,needs,,78540.0,56506.0,11328.0,742.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4.0,67831.58333333333,56503.58333333333,10708.416666666672
Rent,1210300.0,7,0.0,9.0,20.8,707058.0,0.0,0.0,needs,,129360.0,340138.0,25618.0,746.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,4.0,100858.33333333333,75240.33333333333,28501.66666666667
Home Mortgage,1612416.0,7,0.0,12.0,15.0,599214.0,0.0,0.0,needs,,329472.0,307914.0,18409.0,701.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2.0,134368.0,115959.0,195104.0
Home Mortgage,1207089.0,8,0.0,6.0,22.8,309573.0,0.0,0.0,needs,,309573.0,119434.0,12675.0,726.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3.0,100590.75,87915.75,208982.25
Rent,575472.0,3,0.0,11.0,16.0,399762.0,1.0,1.0,needs,,233222.0,188499.0,16449.0,693.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,47956.0,31507.0,185266.0
Rent,1062252.0,8,0.0,11.0,22.5,898810.0,0.0,0.0,other,,447260.0,343881.0,8516.0,732.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3.0,88521.0,80005.0,358739.0
Home Mortgage,1927721.0,7,0.0,19.0,13.5,540034.0,0.0,0.0,needs,,540034.0,93651.0,34056.0,671.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0.0,160643.41666666666,126587.41666666666,379390.5833333334
Rent,897294.0,4,0.0,11.0,11.0,335852.0,0.0,0.0,needs,,309573.0,111378.0,4905.0,723.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2.0,74774.5,69869.5,234798.5
Rent,1567481.0,3,0.0,10.0,20.8,697950.0,0.0,0.0,needs,,134442.0,315856.0,16589.0,731.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,130623.41666666667,114034.41666666667,3818.5833333333285
Rent,736725.0,4,0.0,9.0,14.8,309573.0,0.0,0.0,needs,,309573.0,94791.0,14428.0,729.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3.0,61393.75,46965.75,248179.25
Rent,1168386.0,3,0.0,16.0,9.0,567402.0,0.0,0.0,needs,,266948.0,291080.0,14570.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,97365.5,82795.5,169582.5
Home Mortgage,1227400.0,10,0.0,22.0,13.1,827750.0,0.0,0.0,needs,,309573.0,451098.0,24650.0,711.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2.0,102283.33333333333,77633.33333333333,207289.6666666667
Home Mortgage,1047831.0,8,0.0,13.0,13.9,268202.0,0.0,0.0,needs,,77726.0,55822.0,9867.0,744.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4.0,87319.25,77452.25,-9593.25
Own Home,491967.0,10,0.0,6.0,17.2,212124.0,0.0,0.0,needs,,181500.0,139973.0,5002.0,637.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0.0,40997.25,35995.25,140502.75
Home Mortgage,1624614.0,3,0.0,11.0,17.6,1179046.0,0.0,0.0,business,,222618.0,490808.0,22325.0,747.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.0,135384.5,113059.5,87233.5
Home Mortgage,1168386.0,3,0.0,15.0,20.7,771870.0,0.0,0.0,needs,,239118.0,216657.0,6141.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,97365.5,91224.5,141752.5
Home Mortgage,2090988.0,3,0.0,13.0,12.8,820402.0,0.0,0.0,needs,,309573.0,470478.0,31539.0,732.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,174249.0,142710.0,135324.0
Rent,1168386.0,7,0.0,13.0,21.0,619938.0,0.0,0.0,needs,,430760.0,438482.0,26693.0,740.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,4.0,97365.5,70672.5,333394.5
Rent,869877.0,1,0.0,16.0,14.2,657690.0,0.0,0.0,needs,,501380.0,259008.0,19645.0,638.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,72489.75,52844.75,428890.25
Rent,722779.0,5,0.0,6.0,13.9,768900.0,0.0,0.0,needs,,257510.0,357257.0,9818.0,751.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1.0,60231.583333333336,50413.583333333336,197278.41666666666
Home Mortgage,854658.0,10,0.0,10.0,21.8,420904.0,0.0,0.0,needs,,241362.0,64714.0,9544.0,746.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,71221.5,61677.5,170140.5
Home Mortgage,3137413.0,10,0.0,6.0,15.0,560626.0,0.0,0.0,needs,,560626.0,135280.0,15582.0,739.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,261451.08333333334,245869.08333333334,299174.9166666666
Rent,1168386.0,4,0.0,10.0,26.9,1147586.0,0.0,0.0,needs,,756844.0,876147.0,25199.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4.0,97365.5,72166.5,659478.5
Home Mortgage,2191346.0,4,0.0,15.0,16.8,427350.0,0.0,0.0,needs,,427350.0,4389.0,35317.0,737.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,182612.16666666666,147295.16666666666,244737.83333333334
Home Mortgage,2322750.0,1,0.0,22.0,33.5,2337918.0,0.0,0.0,needs,,309573.0,704672.0,25937.0,748.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,193562.5,167625.5,116010.5
Rent,1168386.0,10,0.0,8.0,22.8,1417900.0,0.0,0.0,other,,771232.0,405327.0,43389.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,4.0,97365.5,53976.5,673866.5
Home Mortgage,1168386.0,3,0.0,13.0,19.1,590634.0,0.0,0.0,needs,,450780.0,374927.0,37017.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,97365.5,60348.5,353414.5
Rent,1168386.0,1,0.0,8.0,11.8,372064.0,0.0,0.0,needs,,308176.0,261877.0,7032.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,97365.5,90333.5,210810.5
Rent,1043442.0,8,0.0,10.0,23.2,309573.0,0.0,0.0,purchase,,309573.0,40166.0,9478.0,722.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2.0,86953.5,77475.5,222619.5
Rent,1168386.0,4,0.0,8.0,15.6,53746.0,0.0,0.0,needs,,53746.0,25669.0,13876.0,740.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4.0,97365.5,83489.5,-43619.5
Home Mortgage,1947500.0,4,0.0,9.0,29.4,451066.0,0.0,0.0,needs,,350416.0,188537.0,11263.0,743.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,162291.66666666666,151028.66666666666,188124.33333333334
Home Mortgage,7514120.0,10,0.0,7.0,16.8,799810.0,0.0,0.0,needs,,309573.0,192717.0,6450.0,747.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,626176.6666666666,619726.6666666666,-316603.6666666666
Own Home,1168386.0,8,0.0,9.0,19.0,752400.0,0.0,0.0,needs,,84150.0,160512.0,5202.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4.0,97365.5,92163.5,-13215.5
Rent,808127.0,2,0.0,8.0,11.8,334202.0,0.0,0.0,needs,,334202.0,191710.0,14816.0,739.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,67343.91666666667,52527.91666666667,266858.0833333333
Home Mortgage,1495224.0,5,0.0,13.0,12.1,443630.0,0.0,0.0,needs,,415514.0,280079.0,16323.0,739.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,124602.0,108279.0,290912.0
Home Mortgage,1219572.0,10,0.0,16.0,15.4,455950.0,0.0,0.0,needs,,217250.0,206720.0,18293.0,706.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2.0,101631.0,83338.0,115619.0
Home Mortgage,2290944.0,1,0.0,16.0,18.0,2225168.0,0.0,0.0,other,,371382.0,322848.0,4257.0,751.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.0,190912.0,186655.0,180470.0
Home Mortgage,786353.0,10,0.0,9.0,9.6,216788.0,0.0,0.0,needs,,216788.0,126958.0,14482.0,702.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2.0,65529.416666666664,51047.416666666664,151258.58333333334
Rent,1518936.0,2,0.0,15.0,34.6,963490.0,0.0,0.0,needs,,439692.0,639046.0,30126.0,677.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,126578.0,96452.0,313114.0
Rent,604846.0,5,0.0,19.0,30.7,417758.0,0.0,0.0,needs,,157586.0,163799.0,12349.0,727.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3.0,50403.833333333336,38054.833333333336,107182.16666666666
Home Mortgage,757055.0,10,0.0,17.0,28.7,669460.0,1.0,1.0,needs,,86108.0,192527.0,15267.0,714.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2.0,63087.916666666664,47820.916666666664,23020.083333333336
Home Mortgage,1168386.0,8,0.0,23.0,20.3,692318.0,0.0,0.0,needs,,181346.0,365921.0,34340.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4.0,97365.5,63025.5,83980.5
Home Mortgage,1168386.0,10,0.0,22.0,29.5,460790.0,0.0,0.0,needs,,329802.0,257469.0,45762.0,740.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,51603.5,232436.5
Rent,609273.0,1,0.0,14.0,22.0,496210.0,0.0,0.0,needs,,309573.0,219412.0,10307.0,744.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,50772.75,40465.75,258800.25
Rent,746168.0,10,0.0,8.0,15.9,388256.0,0.0,0.0,needs,,388256.0,213750.0,12063.0,721.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2.0,62180.666666666664,50117.666666666664,326075.3333333333
Home Mortgage,1168386.0,3,1.0,13.0,13.7,1220362.0,1.0,0.0,needs,,429572.0,824201.0,28123.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,97365.5,69242.5,332206.5
Own Home,759620.0,10,0.0,14.0,15.3,343024.0,0.0,0.0,needs,,337524.0,236417.0,17218.0,697.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1.0,63301.666666666664,46083.666666666664,274222.3333333333
Rent,646456.0,10,0.0,5.0,36.5,497772.0,1.0,1.0,other,,44022.0,377017.0,16700.0,725.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2.0,53871.333333333336,37171.333333333336,-9849.333333333336
Rent,305577.0,2,0.0,6.0,8.1,309573.0,0.0,0.0,needs,,309573.0,63612.0,7614.0,730.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,25464.75,17850.75,284108.25
Rent,1457205.0,10,0.0,13.0,15.6,353540.0,2.0,1.0,needs,,73106.0,118769.0,28658.0,653.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0.0,121433.75,92775.75,-48327.75
Home Mortgage,1168386.0,5,0.0,10.0,27.3,577456.0,0.0,0.0,needs,,166540.0,294234.0,21937.0,740.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,97365.5,75428.5,69174.5
Rent,1498397.0,10,0.0,5.0,15.0,270380.0,0.0,0.0,needs,,225324.0,166497.0,16607.0,745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4.0,124866.41666666667,108259.41666666667,100457.58333333333
